caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
1952-095,1952-095-01,1952-095-01-01,1952-095-01-01-01,5/25/1953,opinion of the court (orally argued),345 U.S. 629,73 S. Ct. 894,97 L. Ed. 2d 1303,1953 U.S. LEXIS 2597,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,532,UNITED STATES v. W. T. GRANT CO. ET AL.,4/9/1953,,United States,,retail business or outlet,,appeal,,,no mention that a 3-judge ct heard case,New York Southern U.S. District Court,37,New York Southern U.S. District Court,New York,no mention that dissent occurred,case did not arise on cert or cert not granted,,conservative,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,antitrust (except in the context of mergers and union antitrust),Economic Activity,conservative,dissent in opposite direction,statutory construction,,Federal Statute,Clayton,,"TCClark 	Clark, Tom ( 08/24/1949 - 06/12/1967 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,7,2
1952-096,1952-096-01,1952-096-01-01,1952-096-01-01-01,6/1/1953,opinion of the court (orally argued),345 U.S. 639,73 S. Ct. 917,97 L. Ed. 2d 1312,1953 U.S. LEXIS 2537,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,521,CENTRAL BANK v. UNITED STATES,4/29/1953,,"bank, savings and loan, credit union, investment company",,United States,,cert,Comptroller General,,no mention that a 3-judge ct heard case,"U.S. Court of Claims, Court of Federal Claims",,"U.S. Court of Claims, Court of Federal Claims",,no mention that dissent occurred,no reason given,,conservative,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,priority of federal fiscal claims: over those of the states or private entities,Federal Taxation,liberal,dissent in opposite direction,statutory construction,,Federal Statute,Internal Revenue Code and pre-IRC revenue acts,,"SFReed 	Reed, Stanley ( 01/31/1938 - 02/25/1957 )","SFReed 	Reed, Stanley ( 01/31/1938 - 02/25/1957 )",first vote on issue/legal provision,4,3
1952-097,1952-097-01,1952-097-01-01,1952-097-01-01-01,6/1/1953,opinion of the court (orally argued),345 U.S. 648,73 S. Ct. 914,97 L. Ed. 2d 1319,1953 U.S. LEXIS 2548,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,439,"LEVINSON ET AL. v. DEUPREE, ANCILLARY ADMINISTRATOR",2/5/1953,,"physically injured person, including wrongful death, who is not an employee",,"water transportation, stevedore",,cert,,,no mention that a 3-judge ct heard case,Kentucky Eastern U.S. District Court,21,"U.S. Court of Appeals, Sixth Circuit",,no mention that dissent occurred,to resolve important or significant question,affirmed,liberal,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.,Federalism,liberal,dissent in opposite direction,federal common law,Supreme Court supervision of lower federal or state courts or original jurisdiction,,,,"FFrankfurter 	Frankfurter, Felix ( 01/30/1939 - 08/28/1962 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,9,0
1952-098,1952-098-01,1952-098-01-01,1952-098-01-01-01,6/1/1953,opinion of the court (orally argued),345 U.S. 653,73 S. Ct. 906,97 L. Ed. 2d 1325,1953 U.S. LEXIS 2596,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,509,"TRANSCONTINENTAL & WESTERN AIR, INC. v. KOPPAL",4/8/1953,,airline,,"employee, or job applicant, including beneficiaries of",,cert,,,no mention that a 3-judge ct heard case,Missouri Western U.S. District Court,30,"U.S. Court of Appeals, Eighth Circuit",,dissent in ct whose dec the sct reviewed,to resolve important or significant question,reversed and remanded,liberal,no declaration of unconstitutionality,reversed and remanded,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.,Federalism,conservative,dissent in opposite direction,statutory construction,,Federal Statute,Railway Labor,,"HHBurton 	Burton, Harold ( 10/01/1945 - 10/13/1958 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,7,1
1952-099,1952-099-01,1952-099-01-01,1952-099-01-01-01,6/1/1953,opinion of the court (orally argued),345 U.S. 663,73 S. Ct. 900,97 L. Ed. 2d 1331,1953 U.S. LEXIS 2032,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,287,"POLIZZI v. COWLES MAGAZINES, INC.",3/10/1953,,"injured person or legal entity, nonphysically and non-employment related",,magazine,,cert,,,no mention that a 3-judge ct heard case,Florida Southern U.S. District Court,12,"U.S. Court of Appeals, Fifth Circuit",,no mention that dissent occurred,no reason given,affirmed,conservative,no declaration of unconstitutionality,reversed and remanded,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,venue,Judicial Power,liberal,dissent in opposite direction,statutory construction,,Infrequently litigated statutes,Infrequently litigated statutes,28 U.S.C. € 1441,"SMinton 	Minton, Sherman ( 10/12/1949 - 10/15/1956 )","HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )",first vote on issue/legal provision,7,0
1952-100,1952-100-01,1952-100-01-01,1952-100-01-01-01,6/8/1953,opinion of the court (orally argued),346 U.S. 1,73 S. Ct. 991,97 L. Ed. 2d 1417,1953 U.S. LEXIS 2000,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,540,UNITED STATES v. NUGENT,5/1/1953,,United States,,"person subject to selective service, including conscientious objector",,cert,,,no mention that a 3-judge ct heard case,New York Southern U.S. District Court,37,"U.S. Court of Appeals, Second Circuit",,no mention that dissent occurred,federal court conflict and to resolve important or significant question,reversed,liberal,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,conscientious objectors (cf. military draftee or military active duty) to military service,First Amendment,conservative,dissent in opposite direction,statutory construction,,Federal Statute,"Selective Service, Military Selective Service, or Universal Military Service and Training Acts",,"FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,5,3
1952-101,1952-101-01,1952-101-01-01,1952-101-01-01-01,6/8/1953,opinion of the court (orally argued),346 U.S. 15,73 S. Ct. 956,97 L. Ed. 2d 1427,1953 U.S. LEXIS 2536,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,308,DALEHITE ET AL. v. UNITED STATES,4/6/1953,,"physically injured person, including wrongful death, who is not an employee",,United States,,cert,,,no mention that a 3-judge ct heard case,Texas Southern U.S. District Court,51,"U.S. Court of Appeals, Fifth Circuit",,no mention that dissent occurred,to resolve important or significant question,reversed,conservative,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,"liability, governmental: tort or contract actions by or against government or governmental officials other than defense of criminal actions brought under a civil rights action.",Economic Activity,liberal,dissent in opposite direction,statutory construction,,Federal Statute,"Federal Tort Claims, or Alien Tort Statute",,"SFReed 	Reed, Stanley ( 01/31/1938 - 02/25/1957 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,4,3
1952-102,1952-102-01,1952-102-01-01,1952-102-01-01-01,6/8/1953,opinion of the court (orally argued),346 U.S. 61,73 S. Ct. 1017,97 L. Ed. 2d 1454,1953 U.S. LEXIS 2687,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,89,AUTOMATIC CANTEEN COMPANY OF AMERICA v. FEDERAL TRADE COMMISSION,12/15/1952,,"buyer, purchaser",,Federal Trade Commission,,cert,Federal Trade Commission,,no mention that a 3-judge ct heard case,"U.S. Court of Appeals, Seventh Circuit",,"U.S. Court of Appeals, Seventh Circuit",,no mention that dissent occurred,to resolve question presented,affirmed,liberal,no declaration of unconstitutionality,reversed and remanded,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,antitrust (except in the context of mergers and union antitrust),Economic Activity,conservative,dissent in opposite direction,statutory construction,,Federal Statute,Robinson-Patman,,"FFrankfurter 	Frankfurter, Felix ( 01/30/1939 - 08/28/1962 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,6,3
1952-103,1952-103-01,1952-103-01-01,1952-103-01-01-01,6/8/1953,opinion of the court (orally argued),346 U.S. 86,73 S. Ct. 998,97 L. Ed. 2d 1470,1953 U.S. LEXIS 2720,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,567,"FEDERAL COMMUNICATIONS COMMISSION v. RCA COMMUNICATIONS, INC.",4/29/1953,,"Federal Communications Commission (including a predecessor, Federal Radio Commission)",,radio station,,cert,"Federal Communications Commission (including a predecessor, Federal Radio Commission)",,no mention that a 3-judge ct heard case,"U.S. Court of Appeals, District of Columbia Circuit (includes the Court of Appeals for the District of Columbia but not the District of Columbia Court of Appeals, which has local jurisdiction)",,"U.S. Court of Appeals, District of Columbia Circuit (includes the Court of Appeals for the District of Columbia but not the District of Columbia Court of Appeals, which has local jurisdiction)",,dissent in ct whose dec the sct reviewed,to resolve important or significant question,vacated,liberal,no declaration of unconstitutionality,vacated and remanded,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,judicial review of administrative agency's or administrative official's actions and procedures,Judicial Power,conservative,dissent in opposite direction,"interpretation of administrative regulation or rule, or executive order",statutory construction,Federal Statute,"Communication Act of 1934, as amended",,"FFrankfurter 	Frankfurter, Felix ( 01/30/1939 - 08/28/1962 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,6,1
1952-104,1952-104-01,1952-104-01-01,1952-104-01-01-01,6/8/1953,opinion of the court (orally argued),346 U.S. 100,73 S. Ct. 1007,97 L. Ed. 2d 1480,1953 U.S. LEXIS 2001,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,617,"DISTRICT OF COLUMBIA v. JOHN R. THOMPSON CO., INC.",4/30/1953,,State,District of Columbia,"restaurant, food vendor",,cert,,,no mention that a 3-judge ct heard case,State Trial Court,10,"U.S. Court of Appeals, District of Columbia Circuit (includes the Court of Appeals for the District of Columbia but not the District of Columbia Court of Appeals, which has local jurisdiction)",,no mention that dissent occurred,no reason given,petition denied or appeal dismissed,conservative,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,"desegregation (other than as pertains to school desegregation, employment discrimination, and affirmative action)",Civil Rights,liberal,dissent in opposite direction,statutory construction,,Federal Statute,Statutory provisions of the District of Columbia,,"WODouglas 	Douglas, William ( 04/17/1939 - 11/12/1975 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,8,0
1952-105,1952-105-01,1952-105-01-01,1952-105-01-01-01,6/8/1953,opinion of the court (orally argued),346 U.S. 119,73 S. Ct. 981,97 L. Ed. 2d 1494,1953 U.S. LEXIS 2688,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,512,SECURITIES & EXCHANGE COMMISSION v. RALSTON PURINA CO.,4/28/1953,,Securities and Exchange Commission,,"management, executive officer, or director, of business entity",,cert,,,no mention that a 3-judge ct heard case,Missouri Eastern U.S. District Court,30,"U.S. Court of Appeals, Eighth Circuit",,no mention that dissent occurred,to resolve question presented,affirmed,conservative,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,federal or state regulation of securities,Economic Activity,liberal,dissent in opposite direction,statutory construction,,Federal Statute,"Securities Act of 1933, the Securities and Exchange Act of 1934, or the Williams Act",,"TCClark 	Clark, Tom ( 08/24/1949 - 06/12/1967 )","HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )",first vote on issue/legal provision,6,2
1952-106,1952-106-01,1952-106-01-01,1952-106-01-01-01,6/8/1953,opinion of the court (orally argued),346 U.S. 128,73 S. Ct. 986,97 L. Ed. 2d 1500,1953 U.S. LEXIS 2571,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,525,"NEW YORK, NEW HAVEN & HARTFORD RAILROAD CO. v. NOTHNAGLE ET AL.",4/29/1953,,railroad,,"consumer, consumer organization",,cert,,,no mention that a 3-judge ct heard case,State Trial Court,8,State Supreme Court,Connecticut,no mention that dissent occurred,to resolve question presented,affirmed,conservative,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.,Federalism,conservative,dissent in opposite direction,statutory construction,"interpretation of administrative regulation or rule, or executive order",Federal Statute,"Interstate Commerce, as amended",,"TCClark 	Clark, Tom ( 08/24/1949 - 06/12/1967 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,8,0
